unique_id,Date,MOIRAI,forecast_lower,forecast_upper
AAABus,2016-05-01,617.14105,389.9321228027344,716.166979980469
AAABus,2016-06-01,478.50055,195.80359802246093,762.7723388671875
AAABus,2016-07-01,493.0775,332.56622924804685,762.7723388671875
AAABus,2016-08-01,620.6365,370.52467651367186,762.7723388671875
AAABus,2016-09-01,530.0768,222.18146057128905,762.7723388671875
AAABus,2016-10-01,528.98645,344.9997100830078,767.1141479492192
AAABus,2016-11-01,620.6365,283.3818878173828,762.7723388671875
AAABus,2016-12-01,552.36926,307.39389953613284,846.9423645019536
AAAHol,2016-05-01,641.6947,238.04964904785157,810.6607360839846
AAAHol,2016-06-01,551.9728,102.55563659667969,1049.77783203125
AAAHol,2016-07-01,368.28635,208.11792602539066,1049.77783203125
AAAHol,2016-08-01,822.8229,207.4458770751953,1049.77783203125
AAAHol,2016-09-01,551.9728,73.10635681152344,1049.77783203125
AAAHol,2016-10-01,551.9728,305.12156066894534,1049.77783203125
AAAHol,2016-11-01,741.803,111.61205444335938,1049.77783203125
AAAHol,2016-12-01,359.44653,180.6850799560547,1046.3449340820314
AAAOth,2016-05-01,258.15167,22.519271850585938,356.07293701171875
AAAOth,2016-06-01,141.65826,-4.63783721923828,356.07293701171875
AAAOth,2016-07-01,161.16153,37.44152145385742,318.8714233398439
AAAOth,2016-08-01,258.61725,27.61095733642578,359.89318542480504
AAAOth,2016-09-01,114.70517,-26.55317840576172,346.62238769531257
AAAOth,2016-10-01,161.16153,48.11197967529297,301.63854064941427
AAAOth,2016-11-01,220.81242,44.83676147460938,356.07293701171875
AAAOth,2016-12-01,161.16153,20.701251220703124,356.07293701171875
AAAVis,2016-05-01,1076.1362,537.4089813232422,1394.753662109375
AAAVis,2016-06-01,865.3579,386.0857452392578,1382.4718261718751
AAAVis,2016-07-01,872.18005,490.1007354736328,1393.3492797851563
AAAVis,2016-08-01,1297.6819,562.1432861328125,1581.9361694335944
AAAVis,2016-09-01,673.5389,369.9509552001953,1287.3461791992188
AAAVis,2016-10-01,894.21643,494.83897094726564,1421.8990966796887
AAAVis,2016-11-01,1168.2372,585.7737548828126,1421.2234375000023
AAAVis,2016-12-01,874.8428,435.05841064453125,1513.202441406251
AABBus,2016-05-01,46.8546,-2.171455383300781,76.66230545043946
AABBus,2016-06-01,27.167969,-5.943830490112305,76.74629211425783
AABBus,2016-07-01,24.43313,0.26636199951171924,76.598388671875
AABBus,2016-08-01,44.74758,-1.927761650085449,71.99470520019536
AABBus,2016-09-01,28.589582,-17.023742294311525,101.31359100341797
AABBus,2016-10-01,28.053951,9.664333724975586,101.31359100341797
AABBus,2016-11-01,41.213055,0.7757883071899417,76.598388671875
AABBus,2016-12-01,15.832152,-4.018484687805175,76.598388671875
AABHol,2016-05-01,361.30005,-2.8501205444335893,497.2260009765628
AABHol,2016-06-01,192.60619,-73.59617919921875,520.6864624023442
AABHol,2016-07-01,67.503555,-35.8532730102539,459.66860351562514
AABHol,2016-08-01,335.04636,0.7507034301757843,595.3025512695312
AABHol,2016-09-01,197.07959,-171.21360778808594,597.6544372558595
AABHol,2016-10-01,189.89719,-61.176989746093746,595.3025512695312
AABHol,2016-11-01,393.95435,-0.790541076660153,595.3025512695312
AABHol,2016-12-01,150.55263,-14.611155700683591,605.2417053222665
AABOth,2016-05-01,20.448586,-4.3474689483642575,25.173568534851075
AABOth,2016-06-01,11.934558,-5.9987846374511715,38.26767196655274
AABOth,2016-07-01,6.831764,-2.8568649291992188,28.12911205291753
AABOth,2016-08-01,25.23164,-3.0587228775024413,38.52872085571289
AABOth,2016-09-01,11.934558,-12.305108261108398,38.52872085571289
AABOth,2016-10-01,7.4776053,-2.2936788558959953,39.11676254272466
AABOth,2016-11-01,18.691654,-2.465244674682617,48.16598396301273
AABOth,2016-12-01,11.934558,-1.7760315895080565,38.52872085571289
AABVis,2016-05-01,155.87033,43.135684967041016,199.06903228759768
AABVis,2016-06-01,83.95144,9.696317291259765,244.0395965576172
AABVis,2016-07-01,81.244514,33.360330963134764,244.0395965576172
AABVis,2016-08-01,180.82112,22.622948455810548,244.0395965576172
AABVis,2016-09-01,69.41835,-6.41632080078125,244.0395965576172
AABVis,2016-10-01,81.04355,32.92057342529297,244.0395965576172
AABVis,2016-11-01,193.69275,49.251677703857425,244.0395965576172
AABVis,2016-12-01,117.60265,44.232694244384774,270.5681884765626
ABABus,2016-05-01,142.49393,37.97388534545899,176.0663848876954
ABABus,2016-06-01,111.81382,10.244445037841796,228.06015014648438
ABABus,2016-07-01,111.81382,55.85307312011719,228.06015014648438
ABABus,2016-08-01,161.86942,28.102348327636722,228.06015014648438
ABABus,2016-09-01,104.617325,-1.3581443786621095,228.06015014648438
ABABus,2016-10-01,114.56462,64.4337875366211,228.06015014648438
ABABus,2016-11-01,167.80357,40.81013717651367,230.50043029785178
ABABus,2016-12-01,76.037895,27.736588287353516,169.93698120117188
ABAHol,2016-05-01,390.5354,62.28321838378906,496.8006317138673
ABAHol,2016-06-01,164.71948,26.270648193359374,491.90576782226583
ABAHol,2016-07-01,268.1635,81.28954467773438,511.99590148925785
ABAHol,2016-08-01,435.18668,60.20970764160157,656.1168212890625
ABAHol,2016-09-01,322.42944,-1.634796142578125,656.1168212890625
ABAHol,2016-10-01,328.7513,144.84122009277345,656.1168212890625
ABAHol,2016-11-01,489.27313,92.46587219238282,656.1168212890625
ABAHol,2016-12-01,253.36493,147.83269805908202,656.1168212890625
ABAOth,2016-05-01,59.15787,10.903524398803713,88.61179504394535
ABAOth,2016-06-01,33.426094,-9.437226867675781,93.68510894775405
ABAOth,2016-07-01,16.76527,-1.554237365722656,76.73111877441407
ABAOth,2016-08-01,73.99414,3.6868373870849624,92.09426879882812
ABAOth,2016-09-01,33.426094,-20.69074058532715,92.09426879882812
ABAOth,2016-10-01,22.909958,13.86946029663086,64.85589866638202
ABAOth,2016-11-01,60.52867,1.1891956329345708,92.09426879882812
ABAOth,2016-12-01,35.981464,0.5518398284912127,92.09426879882812
ABAVis,2016-05-01,322.684,216.1549285888672,391.863836669922
ABAVis,2016-06-01,272.79736,146.02947692871095,406.0975036621094
ABAVis,2016-07-01,302.10455,202.3873779296875,407.1874237060548
ABAVis,2016-08-01,339.54034,224.89860076904296,406.0975036621094
ABAVis,2016-09-01,288.7975,158.27029571533203,478.9807006835943
ABAVis,2016-10-01,304.80743,222.42989807128907,444.5297729492189
ABAVis,2016-11-01,343.25348,218.8919189453125,473.86001586914074
ABAVis,2016-12-01,272.9832,200.2976821899414,472.6546630859375
ABBBus,2016-05-01,152.17232,0.7682022094726565,265.3214416503906
ABBBus,2016-06-01,108.5369,-26.829908752441405,265.3214416503906
ABBBus,2016-07-01,108.5369,17.36791229248047,264.4327026367188
ABBBus,2016-08-01,156.45703,31.133578491210937,230.33580780029297
ABBBus,2016-09-01,46.065292,-45.58158569335937,265.3214416503906
ABBBus,2016-10-01,108.5369,-9.932263946533201,265.3214416503906
ABBBus,2016-11-01,160.40204,38.84716796875,265.3214416503906
ABBBus,2016-12-01,79.72469,13.528794097900391,244.1988525390627
ABBHol,2016-05-01,1682.823,102.41030273437502,1759.905749511723
ABBHol,2016-06-01,1016.21313,-115.47879638671876,2392.95654296875
ABBHol,2016-07-01,1011.3412,54.33949584960942,2392.95654296875
ABBHol,2016-08-01,1704.5848,880.3204040527345,2392.95654296875
ABBHol,2016-09-01,1016.21313,-326.49705810546874,2962.612353515625
ABBHol,2016-10-01,1057.0374,251.8232055664063,2392.95654296875
ABBHol,2016-11-01,1907.0188,226.71401367187502,2568.160131835939
ABBHol,2016-12-01,1016.21313,185.1856140136719,2392.95654296875
ABBOth,2016-05-01,77.05409,9.094686126708984,93.36971282958986
ABBOth,2016-06-01,19.973911,-15.642815017700196,110.83091125488285
ABBOth,2016-07-01,34.324104,11.817495346069338,137.2110519409182
ABBOth,2016-08-01,85.605255,15.392551994323732,123.76306915283203
ABBOth,2016-09-01,35.217888,-26.220791625976563,135.46018371582036
ABBOth,2016-10-01,47.774242,11.646814346313477,125.58075027465836
ABBOth,2016-11-01,78.967926,3.1535930633544926,123.76306915283203
ABBOth,2016-12-01,47.44744,11.79621238708496,135.0880004882813
ABBVis,2016-05-01,650.77155,325.75494384765625,727.202069091797
ABBVis,2016-06-01,549.44324,173.84655151367187,895.6350402832045
ABBVis,2016-07-01,499.48755,265.34849243164064,833.5349853515628
ABBVis,2016-08-01,780.12695,307.3627960205078,860.568603515625
ABBVis,2016-09-01,526.94885,162.86512756347656,860.568603515625
ABBVis,2016-10-01,499.48755,350.41516723632816,860.568603515625
ABBVis,2016-11-01,680.0281,409.5634765625,853.2458862304688
ABBVis,2016-12-01,527.8815,308.6991455078125,860.568603515625
ACABus,2016-05-01,130.44818,-10.9234260559082,216.9455474853516
ACABus,2016-06-01,72.39156,-35.79451141357422,251.15603637695312
ACABus,2016-07-01,72.39156,-0.944352722167966,339.3750915527344
ACABus,2016-08-01,161.7738,3.717150878906252,231.78008117675788
ACABus,2016-09-01,50.13298,-86.16205139160157,254.86724853515656
ACABus,2016-10-01,72.39156,-2.7279113769531245,225.48689270019557
ACABus,2016-11-01,167.83235,-14.97437515258789,251.15603637695312
ACABus,2016-12-01,41.110962,-0.44627838134765296,251.15603637695312
ACAHol,2016-05-01,1308.164,284.6717834472657,1593.2903198242188
ACAHol,2016-06-01,744.3746,-201.35546875,1983.32275390625
ACAHol,2016-07-01,457.24796,-1.4175659179687319,1983.32275390625
ACAHol,2016-08-01,1372.4487,32.266943359375,1983.32275390625
ACAHol,2016-09-01,744.3746,-423.15892333984374,2045.2701660156304
ACAHol,2016-10-01,817.6124,130.34690551757814,2090.183056640626
