unique_id,Date,forecast_lower,forecast,forecast_upper
AAABus,2016-07-01,449.0568602022718,572.5211314118843,718.8902968137427
AAABus,2016-08-01,445.49849316984546,576.9041622985094,693.596494217218
AAABus,2016-09-01,481.66420837705607,596.549670429636,721.7066382320041
AAABus,2016-10-01,491.6513694563731,621.0866270536253,773.9357758961908
AAABus,2016-11-01,462.7662160118587,567.0858140367948,708.7665940308458
AAABus,2016-12-01,275.1143719893799,443.71392777532134,544.3016460653699
AAAHol,2016-07-01,336.34135934149333,476.09222042492195,660.0476216542393
AAAHol,2016-08-01,335.54593022702295,455.53678544418335,555.6782157125616
AAAHol,2016-09-01,336.57179326008065,457.23481837607847,624.6328185466604
AAAHol,2016-10-01,389.1940524857002,511.39680973235926,700.3472026769048
AAAHol,2016-11-01,306.68178552225345,433.4639702356338,588.6703742331317
AAAHol,2016-12-01,261.54992838194596,411.6501040194835,545.9168708074811
AAAOth,2016-07-01,83.79692339743507,120.38573297664549,210.13697354748916
AAAOth,2016-08-01,74.4829001393284,116.56767878583761,178.89586194692225
AAAOth,2016-09-01,93.26648639587202,153.5744940180569,206.32001319431646
AAAOth,2016-10-01,79.99137011051383,147.5664321229048,190.53500053870886
AAAOth,2016-11-01,72.24680721498662,109.73345977671252,168.09561970585918
AAAOth,2016-12-01,73.66343526278271,121.81194143918466,163.24590936418218
AAAVis,2016-07-01,628.7210480837584,776.4361064053273,918.6561205976282
AAAVis,2016-08-01,513.6356588548927,676.0977936787041,884.6630021819404
AAAVis,2016-09-01,568.2661026781535,736.8617527995109,921.8545332693984
AAAVis,2016-10-01,656.3232454763548,805.7328742442933,955.1304239507098
AAAVis,2016-11-01,645.0730101960663,803.6795327621415,911.8369970438029
AAAVis,2016-12-01,782.5283661465628,916.7609921140726,1109.1760263621761
AABBus,2016-07-01,7.85131407085139,22.20518198959281,44.673416433354475
AABBus,2016-08-01,9.999582878661034,26.182624776461722,40.380515532858986
AABBus,2016-09-01,13.078361275458334,37.37565650883517,47.540295356137015
AABBus,2016-10-01,9.595063405473814,18.777306448200697,47.54368006373722
AABBus,2016-11-01,7.218619645656947,18.975709967656154,44.35565359306423
AABBus,2016-12-01,2.6687530113508378,12.944540639212889,31.240060178691202
AABHol,2016-07-01,26.042569025532515,82.93191356841326,153.17884186730797
AABHol,2016-08-01,3.780381403817799,52.31375428474531,111.04487607786254
AABHol,2016-09-01,7.127797948327959,54.80715840084359,117.62781527968718
AABHol,2016-10-01,70.38694931876189,152.61529595194318,204.28715547528532
AABHol,2016-11-01,43.349468537335625,81.89513394018289,142.03100341873136
AABHol,2016-12-01,72.20672237898951,131.90052886074886,187.45727427141918
AABOth,2016-07-01,2.0432488557287067,14.060097632258884,22.169296055202167
AABOth,2016-08-01,3.341450985933377,9.690223643298225,18.37728464685592
AABOth,2016-09-01,5.291570964708283,10.375457886151409,21.389955491626203
AABOth,2016-10-01,3.534930054787078,9.100630375083915,25.00630366838958
AABOth,2016-11-01,2.69170641182154,7.265743068201278,17.678738049236504
AABOth,2016-12-01,-0.27778909298047116,3.6418995911699605,12.729365726047142
AABVis,2016-07-01,37.48702877958468,101.16951281382067,171.3257631417173
AABVis,2016-08-01,33.205802907987106,101.09919623783503,168.08766323547871
AABVis,2016-09-01,40.674638239585896,82.877748635827,152.37806083507581
AABVis,2016-10-01,68.0179578019351,125.7293824462628,179.75525007248189
AABVis,2016-11-01,64.5912772921219,111.43113648962505,190.48182894680707
AABVis,2016-12-01,90.77176490509152,161.43375728760418,215.38514716414147
ABABus,2016-07-01,60.31797564530837,107.9953652425106,159.6181725250649
ABABus,2016-08-01,48.11493510587887,68.63714766057072,110.11978389645918
ABABus,2016-09-01,45.914902685483995,86.18552137036151,127.18475478315025
ABABus,2016-10-01,72.83390415110212,127.20546854075113,161.6871693981317
ABABus,2016-11-01,50.603040816327876,86.70543955088633,158.30633326712322
ABABus,2016-12-01,55.63914396556814,98.53210298973482,133.5180593157406
ABAHol,2016-07-01,165.8409928313376,276.05446082719084,324.3706465165359
ABAHol,2016-08-01,117.56471800542266,205.9028936069564,286.6173841780879
ABAHol,2016-09-01,150.03725473415415,224.7494614084626,285.2731604677068
ABAHol,2016-10-01,232.36386012241937,299.6776224738972,389.5304552385333
ABAHol,2016-11-01,174.15702693267502,261.0457815900328,343.73984650406743
ABAHol,2016-12-01,168.31082903716978,238.5430784517315,327.17311872358255
ABAOth,2016-07-01,20.550311430946714,39.941817339893845,62.76054029795014
ABAOth,2016-08-01,17.923519328569586,28.984630596662036,56.634894030312836
