unique_id,Date,forecast,forecast_lower,forecast_upper
AAABus,2016-07-01,509.947141810021,393.74307134020927,610.9344139359016
AAABus,2016-08-01,503.9517610970479,370.7135166952986,633.1317573147869
AAABus,2016-09-01,464.1028768762494,375.73548146509523,618.480902066244
AAABus,2016-10-01,501.6923998980234,423.3642511052579,646.050922095786
AAABus,2016-11-01,529.5462840246028,418.02408002267987,645.7314936230985
AAABus,2016-12-01,484.3348606018328,359.29072058116583,592.1939212754562
AAAHol,2016-07-01,600.8455750637831,442.21179511714524,620.4015547014394
AAAHol,2016-08-01,455.5153832423634,411.87616549420056,552.8310489766469
AAAHol,2016-09-01,487.5988912558215,457.63394011510456,549.8080842607337
AAAHol,2016-10-01,554.8088279572529,515.3606887982556,652.4001552709234
AAAHol,2016-11-01,464.95826766387256,416.1032257167559,518.1819491950403
AAAHol,2016-12-01,456.5270473045921,456.1630712602966,461.1027589287271
AAAOth,2016-07-01,156.86253565346016,120.21172003913378,220.5427671769546
AAAOth,2016-08-01,154.3621439218411,101.9529961070783,200.97335753705033
AAAOth,2016-09-01,173.3802766825723,111.21390928018161,226.71653588946558
AAAOth,2016-10-01,198.23109593110752,121.03890569729082,229.61937542475084
AAAOth,2016-11-01,150.58899805738278,112.87138088837654,194.97546372795227
AAAOth,2016-12-01,145.2029766325524,88.9151079485236,179.6242785936106
AAAVis,2016-07-01,693.5104926841595,643.2400609744865,861.8810764393629
AAAVis,2016-08-01,716.1135602924171,615.3143967452368,840.6479714761042
AAAVis,2016-09-01,702.5814286307764,642.2553080646469,825.051322904018
AAAVis,2016-10-01,736.3195997362185,671.4100942374157,873.5373901594915
AAAVis,2016-11-01,753.2800314322392,657.2768033299251,845.4621807696952
AAAVis,2016-12-01,828.7713590313115,763.0161034584528,923.0340834318154
AABBus,2016-07-01,25.047913239733525,10.105522265409334,38.7422483267693
AABBus,2016-08-01,15.978795051217794,10.41620414534334,29.071472924574937
AABBus,2016-09-01,39.69102691923323,18.61794266086145,52.981088325282045
AABBus,2016-10-01,22.33615117281581,8.960293049876388,47.07822663407473
AABBus,2016-11-01,30.800807859150467,12.20090285943913,44.97022212704806
AABBus,2016-12-01,20.12174221206277,10.271581016781397,36.88509731324029
AABHol,2016-07-01,105.24640607635914,72.86593559785116,127.82348926719652
AABHol,2016-08-01,77.37669590865346,55.942360423319734,131.89087111327626
AABHol,2016-09-01,98.28432535747987,80.10747940644333,134.09102778953735
AABHol,2016-10-01,163.77586969790013,114.25861587132705,210.4914969381902
AABHol,2016-11-01,124.78860239796745,84.24977108431692,170.57725020590505
AABHol,2016-12-01,160.53952361581813,112.36547659749706,185.09959194199703
AABOth,2016-07-01,13.467410424553812,8.274258186374166,19.41672416324863
AABOth,2016-08-01,15.273408293717386,7.943214671825016,22.181994631088692
AABOth,2016-09-01,11.049964613600537,7.064760014373381,22.59983705495413
AABOth,2016-10-01,14.684808872819426,6.701206885230389,21.7930034748526
AABOth,2016-11-01,16.42561749413264,9.31607535053365,22.49091719615886
AABOth,2016-12-01,10.41830604929119,6.996946564924826,16.816810149176305
AABVis,2016-07-01,88.96527201801221,72.86089288343608,110.29555729708683
AABVis,2016-08-01,99.7345772682347,69.56896460367315,125.04281405853499
AABVis,2016-09-01,84.2139070149961,72.31496724703177,101.73012564426955
AABVis,2016-10-01,104.83259720949536,83.6568178797416,128.2875777556741
AABVis,2016-11-01,104.01652235045299,79.03886781544436,123.81929406308257
AABVis,2016-12-01,114.4528967261901,98.03027640090602,133.6694679974862
ABABus,2016-07-01,151.3758494173515,123.0299715193004,165.11878114410212
ABABus,2016-08-01,144.624748534093,78.37362524858365,189.02029231363463
ABABus,2016-09-01,122.34082092177636,74.88146388505923,158.96197043719678
ABABus,2016-10-01,119.09637082364534,86.04142868270107,162.9081054402337
ABABus,2016-11-01,145.14298574368632,97.64135701099606,181.51692278452342
ABABus,2016-12-01,102.40904162984813,67.4060805016367,162.14088204474768
ABAHol,2016-07-01,205.74480853710662,167.24100038157417,297.08114502105974
ABAHol,2016-08-01,208.3010395047973,146.0469326258829,279.828122966227
ABAHol,2016-09-01,248.26505274558204,210.17034188377363,293.7498247156581
ABAHol,2016-10-01,264.17144201676945,227.28997264254923,391.3291708757182
ABAHol,2016-11-01,254.68429623183067,180.21772546022487,310.3759326094077
ABAHol,2016-12-01,264.33159725680576,213.0259829882355,292.8238174009863
ABAOth,2016-07-01,28.9246405291158,18.589343556301074,46.69687651417892
ABAOth,2016-08-01,28.752702544376383,17.983404606351275,51.70386991568648
ABAOth,2016-09-01,25.28203735584942,16.099289678879632,41.719985633771415
ABAOth,2016-10-01,38.569909024176866,24.183839740595594,56.04917379806215
ABAOth,2016-11-01,49.294319597538404,33.43801918821315,61.75620604847906
ABAOth,2016-12-01,29.86367161346117,14.374089609971305,54.14542000786795
ABAVis,2016-07-01,240.69931773801247,185.75554632512913,292.9358577980023
ABAVis,2016-08-01,212.08272698890556,179.43831847853284,269.2324273961887
ABAVis,2016-09-01,209.63525245312434,189.01945391990174,256.24951358850706
ABAVis,2016-10-01,256.86907494970205,194.7120936371566,320.049165418238
ABAVis,2016-11-01,245.92244015640406,195.36337187362136,298.0838139529294
ABAVis,2016-12-01,311.8553143641054,252.28676349480114,344.3597313538646
ABBBus,2016-07-01,91.48407219410865,72.55128375175738,132.45564963874077
ABBBus,2016-08-01,103.73855357326728,79.81994241436372,146.08063242547055
ABBBus,2016-09-01,104.9836973788742,83.60885038821345,137.93468220185733
ABBBus,2016-10-01,122.79142745513137,91.29061882476172,151.17925362203738
ABBBus,2016-11-01,105.22145489564167,80.29963819866396,136.34578713676993
ABBBus,2016-12-01,91.10842368003316,65.23347825376268,126.27887595558533
ABBHol,2016-07-01,635.8931594500539,588.0374324130369,864.5108033930703
ABBHol,2016-08-01,699.0992276484606,575.9723819367889,771.7632571851326
ABBHol,2016-09-01,716.9224596980132,618.8702172032188,895.2688124730884
ABBHol,2016-10-01,823.8902702333785,726.6166739117272,1160.8249956694342
ABBHol,2016-11-01,830.3641646920646,648.0987046895259,1012.4325729683972
ABBHol,2016-12-01,810.8555217044695,683.3924337167848,1066.184690149626
ABBOth,2016-07-01,51.97062872709661,28.209028611391616,85.9269911228778
ABBOth,2016-08-01,48.60655072211184,27.89126857789184,70.88743936930496
ABBOth,2016-09-01,55.04670443711228,32.43226523087299,75.40360200642121
ABBOth,2016-10-01,61.62211073671761,33.79868928180606,82.27469522291595
ABBOth,2016-11-01,42.51620943118766,27.848635775229635,75.58882437110823
ABBOth,2016-12-01,47.22277467397485,31.72119712523662,69.1420539265363
ABBVis,2016-07-01,456.3995217727403,360.87416907834057,578.714770158085
ABBVis,2016-08-01,358.26316588633483,324.39781501706045,522.204835726594
ABBVis,2016-09-01,396.76904184636885,347.02980775491085,501.5002513316288
ABBVis,2016-10-01,482.4158793057747,401.334249478647,573.5646419881502
ABBVis,2016-11-01,425.37290264478713,368.63012103660526,527.6495275029145
ABBVis,2016-12-01,510.0259731487266,471.4260135122174,583.5815896133316
ACABus,2016-07-01,76.39091621998568,36.300395791472695,105.07031106732403
ACABus,2016-08-01,78.89432584020408,41.75126663214222,127.15137745553832
ACABus,2016-09-01,55.15701756604994,34.08408486172672,104.8468738499589
ACABus,2016-10-01,69.68440040010202,39.8782489799349,106.45327752144091
ACABus,2016-11-01,54.22516938181405,31.821154999290034,87.66174026614671
ACABus,2016-12-01,51.44214108406484,27.513230487015093,67.71189489663409
ACAHol,2016-07-01,403.60491151863596,291.06223715000743,536.8685223043651
ACAHol,2016-08-01,339.0323009984213,265.8732620172636,470.35237770101156
ACAHol,2016-09-01,418.4796767482977,331.3672588200992,504.66443835755683
ACAHol,2016-10-01,549.6231410064595,403.9745228109978,666.1384819086638
ACAHol,2016-11-01,485.2037872877529,335.04745446796994,613.7202511371612
ACAHol,2016-12-01,473.9662819318709,344.71605302474563,674.5583321554216
ACAOth,2016-07-01,26.113119454471725,7.6755799979215285,29.65626160051863
ACAOth,2016-08-01,16.00939315167338,8.639261101094824,27.594377485213666
ACAOth,2016-09-01,16.173183617396223,8.927582828678638,26.000928124347368
