unique_id,Date,forecast,forecast_lower,forecast_upper
AAABus,2015-07-01,568.5954739057888,468.7031787151929,643.937608489331
AAABus,2015-08-01,517.4810064593455,398.9576096173465,631.9236380738732
AAABus,2015-09-01,508.0567532700834,411.10456205147534,601.9022438441931
AAABus,2015-10-01,504.89377998258783,436.5397650459427,603.6026561308759
AAABus,2015-11-01,502.7047544375886,406.36906201417327,555.5197819732616
AAABus,2015-12-01,446.9354119870952,366.1297316948985,514.7044092164145
AAAHol,2015-07-01,601.2696914234161,388.5469226145327,634.3547794250271
AAAHol,2015-08-01,376.61058213852857,347.90651859791046,465.13645792125516
AAAHol,2015-09-01,405.03058400535804,365.9797998946205,488.2391126642409
AAAHol,2015-10-01,439.9330249966431,400.0152011195064,546.5534481719734
AAAHol,2015-11-01,465.5400670944347,382.2696110714368,543.1328731091869
AAAHol,2015-12-01,440.4046006658041,373.5899230087325,551.8646531816553
AAAOth,2015-07-01,138.71368162083482,106.16471282446828,210.6553454296291
AAAOth,2015-08-01,111.6270989209493,79.99002446936302,150.09655356818837
AAAOth,2015-09-01,124.8233856418974,83.33086514147831,158.37848707708997
AAAOth,2015-10-01,143.3898528106707,87.60719135783033,165.95834848594438
AAAOth,2015-11-01,135.4670162568092,90.73842449698083,174.4374431048157
AAAOth,2015-12-01,142.11904008700785,90.7822490786865,177.34292545993955
AAAVis,2015-07-01,708.3281299331726,653.4204739304449,943.1647323308957
AAAVis,2015-08-01,663.5299462857483,608.92122195815,774.9348987571751
AAAVis,2015-09-01,672.0932509518375,589.7100823807891,817.6557199470949
AAAVis,2015-10-01,683.7374230201774,618.8344569211513,826.4677704386497
AAAVis,2015-11-01,749.4814663508826,614.1037572044845,847.3836165926315
AAAVis,2015-12-01,813.7694122268961,707.7862974656105,986.3553527809333
AABBus,2015-07-01,30.03545008992188,13.18345278866505,46.97366594374259
AABBus,2015-08-01,12.779549932375136,8.04478359909963,25.373638098233126
AABBus,2015-09-01,31.88806627403677,12.8190119950847,43.72213405511271
