unique_id,Date,forecast,forecast_lower,forecast_upper
AAABus,2015-01-01,372.8816357581725,278.10617771550733,394.9588194740209
AAABus,2015-02-01,424.7911455707427,339.7208584350753,476.61256198412025
AAABus,2015-03-01,477.8815536573224,387.2322952547154,546.9759103415964
AAABus,2015-04-01,430.2337606700106,366.7547825157793,495.2974436602576
AAABus,2015-05-01,493.8046101315378,404.4825339144832,528.5933256212579
AAABus,2015-06-01,472.6376342385628,373.0079795051772,550.042665163443
AAAHol,2015-01-01,1284.5835832853516,869.7034354192721,1339.769744433025
AAAHol,2015-02-01,403.2954900404144,369.3549123471584,499.8591063064042
AAAHol,2015-03-01,440.3293531476737,387.93988029058215,528.314292573375
AAAHol,2015-04-01,528.5378122326977,477.0211969912159,657.5703988668531
AAAHol,2015-05-01,403.78228188036263,333.7459201204754,481.8664090377794
AAAHol,2015-06-01,433.4646848069966,373.1918518948817,529.7131749294167
AAAOth,2015-01-01,127.488333595576,92.29212431887156,191.35149020219214
AAAOth,2015-02-01,98.2845431973686,68.30040229881794,135.83595654048406
AAAOth,2015-03-01,121.04885276924223,73.8623705494062,153.59786465881734
AAAOth,2015-04-01,134.48389020285322,75.47591904137234,158.30402751169422
AAAOth,2015-05-01,117.9416431207365,76.87839683190522,159.6982631462436
AAAOth,2015-06-01,136.67974046537051,73.9903655764461,182.67113584289174
AAAVis,2015-01-01,1028.1399386110575,912.5405690083176,1431.0749346509213
AAAVis,2015-02-01,704.4481297182541,601.9405878234201,843.3808391946419
AAAVis,2015-03-01,738.3306665203213,599.9555272261942,910.4130480389865
AAAVis,2015-04-01,746.7665110056085,657.1569955852015,926.2983248684758
AAAVis,2015-05-01,690.9353492673451,557.6509119977397,800.5572379366404
AAAVis,2015-06-01,702.0564597041075,600.8017185240877,857.9968852273855
AABBus,2015-01-01,19.33883411525092,6.531095568630797,33.42238522568388
AABBus,2015-02-01,5.278264916872735,2.1419483778848916,14.77333677957166
AABBus,2015-03-01,22.253182943021187,7.930305062566877,31.18395589792842
AABBus,2015-04-01,8.044607553036037,0.0,26.483093039490704
AABBus,2015-05-01,14.337866968466432,2.072294174991497,26.187946136818233
AABBus,2015-06-01,11.993421342647181,4.359627167098382,28.037414073216198
AABHol,2015-01-01,454.18183922928506,342.6021189785465,540.7666649949803
AABHol,2015-02-01,97.85680435640015,76.00203298104529,165.55755189798847
AABHol,2015-03-01,124.01396621936692,82.34519741459724,171.1682563369656
AABHol,2015-04-01,196.13368415915593,129.64124000343182,248.17966716895754
AABHol,2015-05-01,83.930644693966,46.88132336471164,120.98091788317441
AABHol,2015-06-01,114.22164816678301,71.71614410981289,136.47595538692886
AABOth,2015-01-01,7.20933919278849,3.567321619080003,12.782823469307695
AABOth,2015-02-01,5.319744027804976,2.086296858120138,10.214372211292952
AABOth,2015-03-01,4.683168493234784,2.1504254734007255,10.544589974146778
AABOth,2015-04-01,6.660717357051711,1.5489294752612586,11.573509154685018
AABOth,2015-05-01,7.144675483774614,2.5428899833668175,11.560002835575665
AABOth,2015-06-01,5.86060564219056,2.765529168259527,13.821937074496027
AABVis,2015-01-01,194.12399734992175,149.99696653172686,255.01096365216534
AABVis,2015-02-01,125.87936330152434,84.63301933021127,160.53770597223104
AABVis,2015-03-01,122.80753580855284,85.80286034093793,154.5410289302314
AABVis,2015-04-01,140.00882828569416,102.33069081714078,177.68377596691758
AABVis,2015-05-01,113.16768074826143,69.55707878040963,145.29560556146643
AABVis,2015-06-01,107.95637372965882,71.95339823016205,155.0996421383298
ABABus,2015-01-01,97.00739639678946,79.96183023200774,104.98233771845894
ABABus,2015-02-01,115.55314042057927,71.84600047674941,141.4859055975659
ABABus,2015-03-01,136.18397807717758,91.42187689317434,158.58310670805338
ABABus,2015-04-01,100.01135626937076,72.25967142695747,124.90869597225202
ABABus,2015-05-01,133.9471764353728,98.20080778964245,151.15544722720583
ABABus,2015-06-01,102.97092305414856,78.03477450404418,148.83795236576327
ABAHol,2015-01-01,554.7397347757413,465.7526055986556,784.6511136176437
ABAHol,2015-02-01,178.5025021005553,134.3849439214961,253.0874844362719
ABAHol,2015-03-01,268.2176399642834,210.5900840586996,325.2648279575759
ABAHol,2015-04-01,308.34321633224715,258.51674296414615,478.59255226205187
ABAHol,2015-05-01,229.0837253514138,138.39208051345804,295.0295681061209
ABAHol,2015-06-01,272.1253894981871,183.2414165068039,329.0280098570144
ABAOth,2015-01-01,29.151782127592234,18.568750789200415,50.499610537779034
ABAOth,2015-02-01,16.637735684084163,11.25765894077419,31.617310987595374
ABAOth,2015-03-01,20.496444686285866,12.420228027740626,32.00203163160527
ABAOth,2015-04-01,28.03572178565568,17.189254969659686,41.28612266063788
ABAOth,2015-05-01,35.29290275652395,23.031117084549898,44.92542452875152
ABAOth,2015-06-01,26.70686064027946,14.169312452010848,49.4235285344198
ABAVis,2015-01-01,460.7997168031344,330.5484027586201,593.49223009916
ABAVis,2015-02-01,199.06466167266518,167.28940639587904,263.5653512937052
ABAVis,2015-03-01,221.37467675425052,182.33779621596952,277.0370726860082
ABAVis,2015-04-01,276.01511287292,194.58100068288155,349.6070952811803
ABAVis,2015-05-01,214.00541730049144,152.72934013643635,269.56160459818994
ABAVis,2015-06-01,248.18776288765304,160.41989888263123,304.61441739660864
ABBBus,2015-01-01,38.37530343423204,26.532968960028196,58.05556818435866
ABBBus,2015-02-01,70.06148065879773,58.03195456664855,92.74584058427426
ABBBus,2015-03-01,104.94267733792766,86.4768644862283,126.47811650997835
ABBBus,2015-04-01,94.35427208758772,67.92323907938099,114.23826578138552
ABBBus,2015-05-01,104.52019211363836,79.28442529377945,130.16408195251438
