unique_id,Date,forecast_lower,Chronos Tiny,forecast_upper
AAABus,2016-05-01,394.43671875,463.3544158935547,513.2026489257813
AAABus,2016-06-01,440.2703430175781,480.08201599121094,548.9997131347657
AAABus,2016-07-01,467.7035766601563,513.5372009277344,587.473193359375
AAABus,2016-08-01,447.2959350585937,520.2282409667969,593.8296264648437
AAABus,2016-09-01,464.0235076904297,505.1734161376953,568.73828125
AAABus,2016-10-01,434.2484069824219,503.5006561279297,562.3817932128907
AAABus,2016-11-01,415.848046875,490.11859130859375,560.709033203125
AAABus,2016-12-01,374.6981506347656,421.5354309082031,504.5043243408204
AAAHol,2016-05-01,363.6651153564453,402.79364013671875,521.7136840820312
AAAHol,2016-06-01,374.0226684570313,464.1717224121094,545.88125
AAAHol,2016-07-01,409.6986846923828,487.1884765625,554.7043884277344
AAAHol,2016-08-01,374.4062805175781,468.0078430175781,550.1009887695312
AAAHol,2016-09-01,386.2982879638672,454.5813903808594,545.4976379394532
AAAHol,2016-10-01,428.1120941162109,475.68011474609375,558.5405090332032
AAAHol,2016-11-01,398.19028320312503,460.3356018066406,575.8031066894531
AAAHol,2016-12-01,393.9705291748047,475.68011474609375,527.0842529296875
AAAOth,2016-05-01,89.56240844726562,108.82314682006836,126.3504135131836
AAAOth,2016-06-01,76.7540267944336,95.82214736938477,113.7346321105957
AAAOth,2016-07-01,71.07210998535156,90.52544403076172,107.37859039306642
AAAOth,2016-08-01,60.286095809936526,75.5983772277832,92.64412307739258
AAAOth,2016-09-01,61.345435333251956,77.52445602416992,98.3260398864746
AAAOth,2016-10-01,67.31626358032227,83.30266952514648,101.5040657043457
AAAOth,2016-11-01,63.464117431640624,77.04293441772461,88.21415939331055
AAAOth,2016-12-01,60.478703308105466,71.74623489379883,97.74822006225587
AAAVis,2016-05-01,680.2478637695312,743.1031799316406,829.4558715820312
AAAVis,2016-06-01,621.5045104980469,701.9828796386719,788.3355712890625
AAAVis,2016-07-01,684.9473205566406,775.4120483398438,872.3385314941406
AAAVis,2016-08-01,660.8625183105469,737.2288513183594,845.904052734375
AAAVis,2016-09-01,616.2176147460938,725.4801940917969,812.4203186035156
AAAVis,2016-10-01,626.2039733886719,725.4801940917969,845.904052734375
AAAVis,2016-11-01,675.5483947753906,751.9146728515625,878.2128601074219
AAAVis,2016-12-01,710.2069396972656,840.0296630859375,931.0818298339844
AABBus,2016-05-01,0.13026836514472961,2.7356308698654175,6.813022947311404
AABBus,2016-06-01,0.13026836514472961,1.2375473976135254,7.177773618698122
AABBus,2016-07-01,0.13026836514472961,0.13026836514472961,6.135628843307499
AABBus,2016-08-01,0.13026836514472961,2.5402286052703857,4.520303964614869
AABBus,2016-09-01,0.13026836514472961,1.3026814460754395,5.744824504852297
AABBus,2016-10-01,0.13026836514472961,2.1494242548942566,8.845205783844001
AABBus,2016-11-01,0.13026836514472961,0.13026836514472961,3.2827569961547853
AABBus,2016-12-01,0.13026836514472961,0.13026836514472961,6.005360651016235
AABHol,2016-05-01,68.686474609375,94.16693115234375,110.41534576416016
AABHol,2016-06-01,71.14835128784179,85.55035400390625,104.01445693969727
AABHol,2016-07-01,82.96537704467774,93.55146408081055,110.90772399902345
AABHol,2016-08-01,48.006675720214844,81.85752868652344,97.36737289428712
AABHol,2016-09-01,77.54924011230469,93.55146026611328,112.63104095458985
AABHol,2016-10-01,90.72030258178711,116.93932342529297,135.28033294677735
AABHol,2016-11-01,110.66153564453126,140.94266510009766,163.71505737304688
AABHol,2016-12-01,128.01779251098634,154.4830093383789,172.45472869873046
AABOth,2016-05-01,0.054051775485277176,0.054051775485277176,3.5620053291320852
AABOth,2016-06-01,0.054051775485277176,0.054051775485277176,0.18377580121159737
AABOth,2016-07-01,0.054051775485277176,0.054051775485277176,0.22701712325215587
AABOth,2016-08-01,0.054051775485277176,0.054051775485277176,2.0323430299758916
AABOth,2016-09-01,0.054051775485277176,0.054051775485277176,2.032343077659608
AABOth,2016-10-01,0.054051775485277176,0.054051775485277176,0.08648277893662498
AABOth,2016-11-01,0.054051775485277176,0.054051775485277176,1.7728949785232557
AABOth,2016-12-01,0.054051775485277176,0.054051775485277176,1.8701879501342793
AABVis,2016-05-01,74.08008117675782,80.56096267700195,100.27363891601563
AABVis,2016-06-01,62.738534927368164,80.11089706420898,112.87536087036133
AABVis,2016-07-01,58.32793655395508,72.4598617553711,94.51286315917969
AABVis,2016-08-01,62.738534927368164,88.66206741333008,114.49557647705079
AABVis,2016-09-01,75.52027816772461,96.76316833496094,117.91604614257812
AABVis,2016-10-01,85.33161010742188,101.26377487182617,120.7964340209961
AABVis,2016-11-01,76.42039489746094,91.36243057250977,116.65587234497072
AABVis,2016-12-01,80.92101211547852,99.01347351074219,122.59668045043945
ABABus,2016-05-01,60.00696868896485,72.55177688598633,101.16781616210938
ABABus,2016-06-01,54.74624328613281,65.03645706176758,82.61074600219727
ABABus,2016-07-01,60.75850219726563,67.63791275024414,96.65862731933593
ABABus,2016-08-01,55.555586624145505,62.43499755859375,90.01045303344728
ABABus,2016-09-01,50.17924118041992,65.32550811767578,99.14445877075195
ABABus,2016-10-01,47.69340209960938,62.72404861450195,101.74591827392578
ABABus,2016-11-01,53.99471092224121,73.41893005371094,104.11614456176758
ABABus,2016-12-01,48.32931518554688,62.43499755859375,104.34738464355469
ABAHol,2016-05-01,192.99016265869142,217.66681671142578,265.6233642578125
ABAHol,2016-06-01,167.61509704589844,216.5028305053711,258.63938598632814
ABAHol,2016-07-01,204.39730072021484,244.43869018554688,270.0465393066406
ABAHol,2016-08-01,160.63111877441406,222.3227996826172,256.31141052246096
ABAHol,2016-09-01,188.56698608398438,243.27468872070312,273.53850708007815
ABAHol,2016-10-01,230.00515289306642,263.0625762939453,307.99273681640625
ABAHol,2016-11-01,211.61406402587892,258.4065856933594,302.8711669921875
ABAHol,2016-12-01,213.9420379638672,242.1106948852539,297.9823913574219
ABAOth,2016-05-01,0.18018709123134613,4.144295573234558,9.009337425231934
ABAOth,2016-06-01,1.315363621711731,3.6938287019729614,9.567916774749756
ABAOth,2016-07-01,1.1531955480575562,3.964108943939209,15.496060371398926
ABAOth,2016-08-01,0.18018709123134613,2.882988452911377,9.369711875915527
ABAOth,2016-09-01,0.18018709123134613,2.3424280881881714,5.856069803237916
ABAOth,2016-10-01,0.18018709123134613,1.982054591178894,5.874088430404664
ABAOth,2016-11-01,0.18018709123134613,3.063175082206726,9.18952465057373
ABAOth,2016-12-01,0.6666912734508516,3.6037352085113525,8.522833633422852
ABAVis,2016-05-01,240.06089782714844,275.98240661621094,308.3993835449219
ABAVis,2016-06-01,227.2693328857422,265.46881103515625,306.6471252441406
ABAVis,2016-07-01,233.7527313232422,261.088134765625,284.2180999755859
ABAVis,2016-08-01,246.369059753418,259.3358612060547,296.308740234375
ABAVis,2016-09-01,214.8282211303711,246.19383239746094,289.29968566894536
ABAVis,2016-10-01,223.23912048339844,261.9642639160156,297.8857727050781
ABAVis,2016-11-01,232.8766067504883,272.4778747558594,309.10029296875
ABAVis,2016-12-01,234.62886657714844,262.8404083251953,308.3993835449219
ABBBus,2016-05-01,72.66482849121094,89.11724090576172,94.78833312988282
ABBBus,2016-06-01,63.81542053222656,79.14608001708984,90.98683166503906
ABBBus,2016-07-01,64.50093955993653,78.21128463745117,96.72024383544922
ABBBus,2016-08-01,61.0110366821289,80.70407485961914,94.10282135009766
ABBBus,2016-09-01,60.38783721923828,65.12413787841797,85.68965606689454
ABBBus,2016-10-01,57.645768356323245,69.79811477661133,83.3838264465332
ABBBus,2016-11-01,58.393603515625,67.92852401733398,82.88526916503906
ABBBus,2016-12-01,54.529782104492185,66.05893135070801,78.77215957641602
ABBHol,2016-05-01,540.7915100097656,625.5423583984375,764.1033813476563
ABBHol,2016-06-01,483.61826782226564,588.5479736328125,688.7692443847657
ABBHol,2016-07-01,644.37587890625,723.0732116699219,806.47880859375
ABBHol,2016-08-01,507.16016540527346,608.7267456054688,748.6329956054688
ABBHol,2016-09-01,638.3222473144531,753.3414001464844,877.1045715332032
ABBHol,2016-10-01,766.1213134765625,985.3974304199219,1096.3807373046875
ABBHol,2016-11-01,624.8697326660156,743.2519836425781,871.7235656738281
ABBHol,2016-12-01,671.9535949707031,793.6989135742188,938.3135742187501
ABBOth,2016-05-01,23.42364654541016,29.945605278015137,41.795969009399414
ABBOth,2016-06-01,3.8790753364562995,22.698984146118164,31.62938213348389
ABBOth,2016-07-01,9.292728900909426,26.215726852416992,29.732470130920422
ABBOth,2016-08-01,3.2822946548461918,21.953007698059082,31.416246414184577
ABBOth,2016-09-01,3.1330995082855226,19.821646690368652,30.6063274383545
ABBOth,2016-10-01,2.5789457798004154,22.48584747314453,28.347087860107422
ABBOth,2016-11-01,1.3640707135200503,18.009990692138672,29.306198310852054
ABBOth,2016-12-01,0.21313638985157013,17.05087900161743,28.368401908874517
ABBVis,2016-05-01,334.1037902832031,389.091064453125,431.2157897949219
ABBVis,2016-06-01,326.7078582763672,360.15037536621094,418.3532623291016
ABBVis,2016-07-01,455.97608947753906,522.5396423339844,583.3150024414062
ABBVis,2016-08-01,375.5854217529297,403.56138610839844,464.658349609375
ABBVis,2016-09-01,351.1466430664062,384.2676086425781,444.7214019775391
ABBVis,2016-10-01,342.7860107421875,385.87542724609375,463.3720977783203
ABBVis,2016-11-01,329.601904296875,381.0519714355469,437.647055053711
ABBVis,2016-12-01,361.43662414550784,413.20826721191406,460.1564086914062
ACABus,2016-05-01,12.18826208114624,18.437657356262207,24.997580146789552
ACABus,2016-06-01,12.654055118560791,16.30277156829834,28.646296691894534
ACABus,2016-07-01,5.046096324920654,13.39156198501587,26.433776473999025
ACABus,2016-08-01,5.278993010520935,14.944206714630127,22.62979793548584
ACABus,2016-09-01,6.909269571304321,15.720529079437256,23.600201606750492
ACABus,2016-10-01,7.724408054351807,15.526448249816895,24.88113193511963
ACABus,2016-11-01,6.210579872131348,16.10869073867798,22.82387847900391
ACABus,2016-12-01,6.482292699813843,14.750125885009766,23.56138553619385
ACAHol,2016-05-01,297.8244689941406,354.55291748046875,788.8191650390626
ACAHol,2016-06-01,239.62887268066407,325.2106018066406,381.9390808105469
ACAHol,2016-07-01,248.92059936523438,356.9981384277344,416.6608154296875
ACAHol,2016-08-01,258.7013900756836,327.6557922363281,450.40447387695315
ACAHol,2016-09-01,268.97119140625,334.9913635253906,438.17852172851565
ACAHol,2016-10-01,372.64735107421876,491.48370361328125,636.7281372070313
ACAHol,2016-11-01,376.5596618652344,474.3673553466797,574.6202453613282
ACAHol,2016-12-01,389.7637176513672,471.9221649169922,558.481982421875
ACAOth,2016-05-01,0.13102155923843384,0.13102155923843384,9.747985935211185
ACAOth,2016-06-01,0.13102155923843384,1.375723958015442,16.11562156677246
ACAOth,2016-07-01,0.13102155923843384,6.682087421417236,12.47322874069214
ACAOth,2016-08-01,0.13102155923843384,5.1098313331604,9.983823966979982
ACAOth,2016-09-01,0.13102155923843384,4.520235776901245,11.176118659973145
ACAOth,2016-10-01,0.13102155923843384,1.7032774686813354,9.315616226196289
ACAOth,2016-11-01,0.13102155923843384,5.306363582611084,9.721781826019287
ACAOth,2016-12-01,0.13102155923843384,2.2928733229637146,9.328718280792236
ACAVis,2016-05-01,201.53124237060547,222.77232360839844,243.66802215576172
ACAVis,2016-06-01,186.50706481933594,202.91278076171875,247.1218521118164
ACAVis,2016-07-01,175.8001708984375,203.7762451171875,239.0053421020508
ACAVis,2016-08-01,133.66339035034179,169.23789978027344,207.7481475830078
ACAVis,2016-09-01,180.98094024658204,202.91278076171875,239.52341918945314
ACAVis,2016-10-01,190.4789779663086,216.72811889648438,284.0779052734375
ACAVis,2016-11-01,202.04931640625,244.35879516601562,280.105990600586
ACAVis,2016-12-01,178.90862884521485,279.7605895996094,367.8334045410156
ADABus,2016-05-01,0.1437416672706604,0.1437416672706604,3.4641677141189575
ADABus,2016-06-01,0.1437416672706604,0.1437416672706604,2.745460844039917
ADABus,2016-07-01,0.1437416672706604,1.9405089616775513,6.511485242843628
ADABus,2016-08-01,0.1437416672706604,0.1437416672706604,6.338995361328125
ADABus,2016-09-01,0.1437416672706604,2.9466986656188965,8.250755786895752
ADABus,2016-10-01,0.1437416672706604,0.1437416672706604,8.250755786895752
ADABus,2016-11-01,0.1437416672706604,0.1437416672706604,5.0596973419189455
ADABus,2016-12-01,0.1437416672706604,2.227991819381714,7.6326678752899175
ADAHol,2016-05-01,43.12596130371094,62.940589904785156,82.87178268432618
ADAHol,2016-06-01,47.5551139831543,86.83470153808594,102.91951141357424
ADAHol,2016-07-01,87.06781158447265,357.24610900878906,389.41575012207034
ADAHol,2016-08-01,372.8646759033203,381.1402282714844,407.1323516845703
ADAHol,2016-09-01,144.53024291992188,313.53736877441406,380.44089660644534
ADAHol,2016-10-01,74.36313858032227,104.31820297241211,154.67066345214846
ADAHol,2016-11-01,47.5551139831543,65.85450744628906,85.6691390991211
